isUsingController,shooter_velocity,shooter_power,time,intake_current,shooter_current,shooter2_current,battery_voltage,shooter_target
false,2200.00,0.92,272.51,0.51,1.31,0.98,11.38,2000.000000
false,2200.00,0.92,272.55,0.57,1.30,0.99,11.39,2000.000000
false,2200.00,0.92,272.58,0.55,1.29,0.98,11.37,2000.000000
false,2200.00,0.92,272.61,0.53,1.30,0.97,11.41,2000.000000
false,2200.00,0.92,272.65,0.47,1.20,0.98,11.41,2000.000000
false,2200.00,0.92,272.69,0.54,1.20,0.98,11.40,2000.000000
false,2220.00,0.92,272.72,0.58,1.20,0.99,11.45,2000.000000
false,2220.00,0.92,272.75,0.48,1.21,1.01,11.44,2000.000000
false,2220.00,0.92,272.78,0.56,1.17,0.98,11.47,2000.000000
false,2220.00,0.92,272.81,0.49,1.11,1.01,11.44,2000.000000
false,2220.00,0.92,272.85,0.58,1.08,1.00,11.49,2000.000000
false,2200.00,0.92,272.88,0.55,1.15,1.00,11.44,2000.000000
false,2220.00,0.92,272.92,0.52,1.12,1.02,11.46,2000.000000
false,2220.00,0.92,272.95,0.55,1.08,0.99,11.47,2000.000000
false,2220.00,0.92,272.99,0.50,1.00,1.00,11.50,2000.000000
false,2220.00,0.92,273.03,0.52,1.04,1.00,11.48,2000.000000
false,2240.00,0.92,273.06,0.58,1.00,1.00,11.50,2000.000000
false,2220.00,0.92,273.10,0.51,0.90,1.00,11.54,2000.000000
false,2220.00,0.92,273.14,0.54,0.85,1.01,11.53,2000.000000
false,2240.00,0.92,273.17,0.57,0.86,1.01,11.51,2000.000000
false,2220.00,0.92,273.21,0.48,0.89,1.02,11.49,2000.000000
false,2220.00,0.92,273.25,0.56,0.74,1.00,11.55,2000.000000
false,2220.00,0.92,273.28,0.54,0.72,1.01,11.52,2000.000000
false,2220.00,0.92,273.32,0.52,0.74,1.01,11.53,2000.000000
false,2220.00,0.92,273.36,0.57,0.73,1.01,11.56,2000.000000
false,2220.00,0.92,273.40,0.50,0.73,1.02,11.51,2000.000000
false,2220.00,0.92,273.45,0.52,0.58,1.04,11.57,2000.000000
false,2220.00,0.92,273.49,0.52,0.60,1.04,11.57,2000.000000
false,2220.00,0.92,273.55,0.57,0.46,1.09,11.58,2000.000000
false,2220.00,0.92,273.59,0.58,0.47,1.05,11.58,2000.000000
false,2220.00,0.92,273.63,0.50,0.47,1.05,11.55,2000.000000
false,2220.00,0.92,273.67,0.51,0.45,1.06,11.63,2000.000000
false,2200.00,0.92,273.71,0.59,0.46,1.07,11.64,2000.000000
false,2220.00,0.92,273.76,0.59,0.35,1.08,11.62,2000.000000
false,2220.00,0.92,273.81,0.54,0.35,1.09,11.63,2000.000000
false,2220.00,0.92,273.85,0.54,0.36,1.09,11.64,2000.000000
false,2220.00,0.92,273.89,0.55,0.36,1.09,11.62,2000.000000
false,2200.00,0.92,273.93,0.55,0.34,1.11,11.62,2000.000000
false,2220.00,0.92,273.97,0.48,0.36,1.10,11.67,2000.000000
false,2220.00,0.92,274.01,0.71,0.27,1.07,11.62,2000.000000
false,2200.00,0.92,274.05,1.17,0.22,1.02,11.44,2000.000000
false,2220.00,0.92,274.09,1.47,0.17,0.99,11.42,2000.000000
false,2200.00,0.92,274.13,1.38,0.20,1.01,11.49,2000.000000
false,2220.00,0.92,274.16,1.04,0.23,1.06,11.52,2000.000000
false,2200.00,0.92,274.21,0.89,0.20,1.06,11.56,2000.000000
false,2200.00,0.92,274.25,0.84,0.19,1.09,11.58,2000.000000
false,2200.00,0.92,274.29,0.83,0.19,1.09,11.58,2000.000000
false,2200.00,0.92,274.33,1.05,0.17,1.07,11.54,2000.000000
false,2220.00,0.92,274.37,1.38,0.16,1.02,11.46,2000.000000
false,2200.00,0.92,274.41,1.59,0.15,1.01,11.40,2000.000000
false,2200.00,0.92,274.45,1.67,0.16,0.99,11.33,2000.000000
false,2200.00,0.92,274.50,1.82,0.15,0.97,11.35,2000.000000
false,2180.00,0.92,274.53,1.86,0.15,0.96,11.32,2000.000000
false,2200.00,0.92,274.56,1.97,0.16,0.95,11.30,2000.000000
false,2200.00,0.92,274.60,2.12,0.14,0.95,11.27,2000.000000
false,2180.00,0.92,274.64,2.30,0.14,0.94,11.22,2000.000000
false,2180.00,0.92,274.68,2.52,0.13,0.92,11.20,2000.000000
false,2180.00,0.92,274.72,2.56,0.13,0.91,11.06,2000.000000
false,2200.00,0.92,274.76,3.15,0.12,0.84,11.23,2000.000000
false,2180.00,0.92,274.80,2.14,0.14,1.00,11.36,2000.000000
false,2180.00,0.92,274.83,1.83,0.15,1.06,11.36,2000.000000
false,2180.00,0.92,274.87,2.20,0.15,1.02,11.38,2000.000000
false,2180.00,0.92,274.90,1.75,0.15,1.09,11.41,2000.000000
false,2180.00,0.92,274.94,1.71,0.15,1.11,11.38,2000.000000
false,2180.00,0.92,274.97,1.63,0.16,1.13,11.47,2000.000000
false,2180.00,0.92,275.01,1.94,0.14,1.08,11.27,2000.000000
false,2180.00,0.92,275.04,2.14,0.15,1.04,11.33,2000.000000
false,2180.00,0.92,275.08,1.51,0.15,1.19,11.48,2000.000000
false,2080.00,0.92,275.12,1.09,0.26,1.52,11.48,2000.000000
false,2040.00,0.92,275.16,0.78,0.54,1.52,11.46,2000.000000
false,2040.00,0.92,275.20,0.66,0.70,1.51,11.46,2000.000000
false,2040.00,0.92,275.24,0.63,0.81,1.50,11.43,2000.000000
false,2060.00,0.92,275.28,0.57,0.87,1.49,11.42,2000.000000
false,2040.00,0.92,275.32,0.52,0.85,1.48,11.44,2000.000000
false,2060.00,0.92,275.35,0.54,0.93,1.45,11.38,2000.000000
false,2060.00,0.92,275.39,0.52,0.98,1.45,11.39,2000.000000
false,2060.00,0.92,275.43,0.55,0.98,1.44,11.38,2000.000000
false,2060.00,0.92,275.47,0.47,1.07,1.42,11.38,2000.000000
false,2060.00,0.92,275.50,0.55,1.06,1.41,11.36,2000.000000
false,2060.00,0.92,275.55,0.59,1.18,1.39,11.35,2000.000000
false,2060.00,0.92,275.59,0.49,1.28,1.37,11.28,2000.000000
false,2080.00,0.92,275.63,0.48,1.32,1.35,11.35,2000.000000
false,2100.00,0.92,275.67,0.56,1.31,1.33,11.35,2000.000000
false,2100.00,0.92,275.72,0.59,1.30,1.30,11.34,2000.000000
false,2080.00,0.92,275.76,0.57,1.32,1.29,11.32,2000.000000
false,2100.00,0.92,275.79,0.53,1.30,1.32,11.35,2000.000000
false,2100.00,0.92,275.83,0.55,1.31,1.32,11.33,2000.000000
false,2100.00,0.92,275.87,0.50,1.41,1.30,11.34,2000.000000
