time,power,aref,vref,xref,v_current,x_current_ticks,x_current_rads,pos1,pos2,to_pos_2,current,count,at_target
26.819,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,10,true
26.835,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,10,true
26.849,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,10,true
26.869,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,10,true
26.883,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,10,true
26.899,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,10,true
26.913,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,10,true
26.928,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,10,true
26.944,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,10,true
26.960,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,10,true
26.984,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,false,0.003,11,true
27.009,-0.136,-3000.000,-88.924,618.364,-0.000,621,1.060,-60.000,60.000,false,0.003,11,false
27.026,-0.162,-3000.000,-142.178,615.840,-0.000,621,1.060,-60.000,60.000,false,0.003,11,false
27.042,-0.188,-3000.000,-194.459,612.451,-0.000,621,1.060,-60.000,60.000,false,0.003,11,false
27.059,-0.214,-3000.000,-246.327,608.193,-0.000,621,1.060,-60.000,60.000,false,0.003,11,false
27.076,-0.237,-3000.000,-293.005,603.634,-40.000,619,1.048,-60.000,60.000,false,0.003,11,false
27.096,-0.264,-3000.000,-343.232,597.887,-80.000,617,1.043,-60.000,60.000,false,1.093,11,false
27.112,-0.294,-3000.000,-401.421,590.101,-100.000,615,1.035,-60.000,60.000,false,1.093,11,false
27.128,-0.320,-3000.000,-450.790,582.683,-140.000,612,1.018,-60.000,60.000,false,1.093,11,false
27.145,-0.346,-3000.000,-502.376,574.044,-200.000,607,1.002,-60.000,60.000,false,1.093,11,false
27.162,-0.371,-3000.000,-550.340,565.245,-240.000,602,0.981,-60.000,60.000,false,1.093,11,false
27.178,-0.397,-3000.000,-603.292,554.597,-300.000,596,0.952,-60.000,60.000,false,1.093,11,false
27.196,-0.422,-3000.000,-652.422,543.912,-380.000,588,0.918,-60.000,60.000,false,1.093,11,false
27.219,-0.449,-3000.000,-706.848,531.089,-480.000,575,0.864,-60.000,60.000,false,1.767,11,false
27.239,-0.487,-3000.000,-779.531,512.203,-560.000,563,0.814,-60.000,60.000,false,1.767,11,false
27.257,-0.514,-3000.000,-834.743,496.840,-640.000,550,0.760,-60.000,60.000,false,1.767,11,false
27.283,-0.551,-3000.000,-913.235,472.946,-720.000,529,0.672,-60.000,60.000,false,1.767,11,false
27.299,-0.576,-3000.000,-963.454,456.818,-780.000,515,0.613,-60.000,60.000,false,1.767,11,false
27.316,-0.600,-3000.000,-1015.197,439.308,-860.000,499,0.547,-60.000,60.000,false,1.767,11,false
27.336,-0.624,-3000.000,-1061.900,422.777,-920.000,479,0.463,-60.000,60.000,false,1.913,11,false
27.352,-0.654,-3000.000,-1121.042,400.677,-980.000,463,0.396,-60.000,60.000,false,1.913,11,false
27.367,-0.520,2000.000,-1088.646,383.043,-1040.000,445,0.321,-60.000,60.000,false,1.913,11,false
27.383,-0.504,2000.000,-1056.449,366.035,-1120.000,426,0.242,-60.000,60.000,false,1.913,11,false
27.400,-0.487,2000.000,-1023.884,349.364,-1160.000,405,0.154,-60.000,60.000,false,1.913,11,false
27.416,-0.469,2000.000,-991.682,333.397,-1220.000,386,0.075,-60.000,60.000,false,1.913,11,false
27.432,-0.452,2000.000,-960.583,318.460,-1200.000,368,0.000,-60.000,60.000,false,1.913,11,false
27.453,-0.425,2000.000,-926.086,302.487,-1200.000,342,-0.109,-60.000,60.000,false,0.397,11,false
27.469,-0.406,2000.000,-886.609,284.986,-1180.000,324,-0.184,-60.000,60.000,false,0.397,11,false
27.488,-0.386,2000.000,-851.504,270.040,-1180.000,304,-0.271,-60.000,60.000,false,0.397,11,false
27.505,-0.367,2000.000,-815.872,255.505,-1100.000,285,-0.346,-60.000,60.000,false,0.397,11,false
27.523,-0.349,2000.000,-782.388,242.406,-1080.000,267,-0.422,-60.000,60.000,false,0.397,11,false
27.547,-0.321,2000.000,-730.601,223.489,-1000.000,243,-0.522,-60.000,60.000,false,0.397,11,false
27.569,-0.299,2000.000,-695.854,211.399,-960.000,223,-0.609,-60.000,60.000,false,0.174,11,false
27.589,-0.280,2000.000,-654.286,197.800,-920.000,206,-0.676,-60.000,60.000,false,0.174,11,false
27.618,-0.256,2000.000,-610.776,184.513,-820.000,186,-0.760,-60.000,60.000,false,0.174,11,false
27.641,-0.225,2000.000,-555.188,169.082,-780.000,165,-0.847,-60.000,60.000,false,0.174,11,false
27.660,-0.203,2000.000,-507.426,156.964,-720.000,154,-0.893,-60.000,60.000,false,0.174,11,false
27.680,-0.184,2000.000,-473.612,148.957,-660.000,141,-0.947,-60.000,60.000,false,0.167,11,false
27.696,-0.164,2000.000,-431.385,139.849,-620.000,132,-0.985,-60.000,60.000,false,0.167,11,false
27.713,-0.148,2000.000,-399.263,133.436,-580.000,123,-1.018,-60.000,60.000,false,0.167,11,true
27.728,0.000,1243.813,-560.000,116.000,-540.000,115,-1.052,-60.000,60.000,false,0.167,11,true
27.744,-0.183,3000.000,-512.904,107.948,-500.000,108,-1.085,-60.000,60.000,false,0.167,11,false
27.761,-0.162,3000.000,-465.882,100.646,-480.000,101,-1.114,-60.000,60.000,false,0.167,11,false
27.776,-0.140,3000.000,-416.355,93.772,-440.000,94,-1.139,-60.000,60.000,false,0.167,11,false
27.801,-0.118,3000.000,-369.106,87.959,-400.000,85,-1.177,-60.000,60.000,false,0.630,11,false
27.824,-0.073,3000.000,-272.090,79.160,-380.000,76,-1.214,-60.000,60.000,false,0.630,11,false
27.840,-0.051,3000.000,-225.656,75.667,-380.000,71,-1.239,-60.000,60.000,false,0.630,11,false
27.856,-0.028,3000.000,-178.624,72.867,-340.000,66,-1.260,-60.000,60.000,false,0.630,11,false
27.872,-0.004,3000.000,-129.420,70.744,-340.000,61,-1.277,-60.000,60.000,false,0.630,11,false
27.888,0.020,3000.000,-80.880,69.436,-280.000,57,-1.294,-60.000,60.000,false,0.630,11,false
27.910,0.045,3000.000,-31.465,68.917,-240.000,53,-1.310,-60.000,60.000,false,0.131,11,false
27.926,0.124,3000.000,34.449,69.674,-180.000,51,-1.319,-60.000,60.000,false,0.131,11,false
27.943,0.148,3000.000,82.808,71.009,-140.000,49,-1.327,-60.000,60.000,false,0.131,11,false
27.960,0.174,3000.000,133.730,73.279,-100.000,48,-1.331,-60.000,60.000,false,0.131,11,false
27.976,0.198,3000.000,184.731,76.419,-40.000,49,-1.327,-60.000,60.000,false,0.131,11,false
27.997,0.224,3000.000,238.566,80.701,40.000,51,-1.319,-60.000,60.000,false,0.131,11,false
28.020,0.254,3000.000,295.969,86.364,80.000,53,-1.310,-60.000,60.000,false,0.539,11,false
28.043,0.293,3000.000,371.806,95.763,80.000,55,-1.302,-60.000,60.000,false,0.539,11,false
28.061,0.160,-2000.000,331.111,102.500,120.000,58,-1.290,-60.000,60.000,false,0.539,11,false
28.089,0.136,-2000.000,275.958,110.110,200.000,65,-1.260,-60.000,60.000,false,0.539,11,false
28.106,0.119,-2000.000,239.386,114.487,260.000,70,-1.239,-60.000,60.000,false,0.539,11,false
28.132,0.057,0.000,0.000,116.078,260.000,76,-1.214,-60.000,60.000,false,0.251,11,false
28.152,0.053,-0.000,0.000,116.078,220.000,80,-1.198,-60.000,60.000,false,0.251,11,false
28.172,0.049,-0.000,0.000,116.078,220.000,84,-1.181,-60.000,60.000,false,0.251,11,false
28.190,0.047,-0.000,0.000,116.078,200.000,87,-1.169,-60.000,60.000,false,0.251,11,false
28.209,0.046,-0.000,0.000,116.078,140.000,88,-1.164,-60.000,60.000,false,0.251,11,false
28.225,0.046,-0.000,0.000,116.078,80.000,89,-1.160,-60.000,60.000,false,0.251,11,false
28.247,0.044,-0.000,0.000,116.078,60.000,90,-1.156,-60.000,60.000,false,0.025,11,false
28.266,0.044,-0.000,0.000,116.078,20.000,90,-1.156,-60.000,60.000,false,0.025,11,false
28.285,0.044,-0.000,0.000,116.078,-0.000,90,-1.156,-60.000,60.000,false,0.025,11,false
28.303,0.044,-0.000,0.000,116.078,-0.000,91,-1.152,-60.000,60.000,false,0.025,11,false
28.319,0.044,-0.000,0.000,116.078,20.000,91,-1.152,-60.000,60.000,false,0.025,11,false
28.352,0.042,-0.000,0.000,116.078,40.000,92,-1.148,-60.000,60.000,false,0.247,11,false
28.369,0.042,-0.000,0.000,116.078,20.000,92,-1.148,-60.000,60.000,false,0.247,11,false
28.386,0.042,-0.000,0.000,116.078,20.000,92,-1.148,-60.000,60.000,false,0.247,11,false
28.402,0.042,-0.000,0.000,116.078,20.000,93,-1.144,-60.000,60.000,false,0.247,11,false
28.418,0.042,-0.000,0.000,116.078,20.000,93,-1.139,-60.000,60.000,false,0.247,11,false
28.437,0.041,-0.000,0.000,116.078,40.000,94,-1.139,-60.000,60.000,false,0.247,11,false
28.458,0.041,-0.000,0.000,116.078,20.000,94,-1.139,-60.000,60.000,false,0.368,11,false
28.475,0.041,-0.000,0.000,116.078,20.000,95,-1.135,-60.000,60.000,false,0.368,11,false
28.496,0.039,-0.000,0.000,116.078,40.000,96,-1.131,-60.000,60.000,false,0.368,11,false
28.516,0.039,-0.000,0.000,116.078,40.000,97,-1.127,-60.000,60.000,false,0.368,11,false
28.536,0.038,-0.000,0.000,116.078,60.000,98,-1.123,-60.000,60.000,false,0.368,11,false
28.556,0.038,-0.000,0.000,116.078,60.000,99,-1.118,-60.000,60.000,false,0.368,11,false
28.580,0.036,-0.000,0.000,116.078,60.000,101,-1.110,-60.000,60.000,false,0.306,11,false
28.610,0.035,-0.000,0.000,116.078,60.000,102,-1.106,-60.000,60.000,false,0.306,11,false
28.627,0.035,-0.000,0.000,116.078,60.000,103,-1.098,-60.000,60.000,false,0.306,11,false
28.651,0.033,-0.000,0.000,116.078,40.000,105,-1.093,-60.000,60.000,false,0.306,11,false
28.670,0.032,-0.000,0.000,116.078,60.000,106,-1.089,-60.000,60.000,false,0.306,11,false
28.692,0.032,-0.000,0.000,116.078,40.000,107,-1.085,-60.000,60.000,false,0.342,11,false
28.709,0.030,-0.000,0.000,116.078,60.000,108,-1.081,-60.000,60.000,false,0.342,11,false
28.725,0.030,-0.000,0.000,116.078,60.000,109,-1.077,-60.000,60.000,false,0.342,11,false
28.740,0.030,-0.000,0.000,116.078,60.000,109,-1.073,-60.000,60.000,false,0.342,11,false
28.756,0.028,-0.000,0.000,116.078,40.000,110,-1.073,-60.000,60.000,false,0.342,11,false
28.774,0.028,-0.000,0.000,116.078,40.000,111,-1.068,-60.000,60.000,false,0.342,11,true
28.795,0.000,0.000,60.000,112.000,60.000,113,-1.060,-60.000,60.000,false,0.317,11,true
28.817,0.000,0.000,60.000,113.000,40.000,113,-1.056,-60.000,60.000,false,0.317,11,true
28.833,0.000,0.000,60.000,114.000,40.000,114,-1.056,-60.000,60.000,false,0.317,11,true
28.849,0.000,-2316.641,20.000,114.000,20.000,114,-1.056,-60.000,60.000,false,0.317,11,true
28.870,0.000,0.000,20.000,114.000,20.000,114,-1.056,-60.000,60.000,false,0.317,11,true
28.885,0.000,-1391.917,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.317,11,true
28.901,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
28.919,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
28.935,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
28.949,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
28.964,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
28.978,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
28.992,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
29.009,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
29.027,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
29.042,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
29.058,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
29.074,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
29.089,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
29.104,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
29.121,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
29.148,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
29.165,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
29.183,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
29.201,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
29.217,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
29.236,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,false,0.003,11,true
29.257,0.000,0.000,-0.000,114.000,-0.000,114,-1.056,-60.000,60.000,true,0.003,12,true
29.277,0.124,3000.000,64.501,115.387,-0.000,114,-1.056,-60.000,60.000,true,0.003,12,false
29.304,0.160,3000.000,139.591,118.881,-0.000,114,-1.056,-60.000,60.000,true,0.003,12,false
29.323,0.192,3000.000,205.051,123.355,-0.000,115,-1.052,-60.000,60.000,true,0.003,12,false
29.342,0.220,3000.000,260.674,128.188,40.000,116,-1.048,-60.000,60.000,true,0.925,12,false
29.363,0.250,3000.000,319.007,134.391,100.000,118,-1.039,-60.000,60.000,true,0.925,12,false
29.380,0.281,3000.000,379.059,141.979,80.000,121,-1.027,-60.000,60.000,true,0.925,12,false
29.404,0.318,3000.000,451.385,152.861,180.000,126,-1.006,-60.000,60.000,true,0.925,12,false
29.420,0.343,3000.000,500.707,161.093,200.000,131,-0.985,-60.000,60.000,true,0.925,12,false
29.437,0.368,3000.000,551.511,170.433,280.000,137,-0.956,-60.000,60.000,true,0.925,12,false
29.454,0.391,3000.000,599.113,179.939,380.000,145,-0.926,-60.000,60.000,true,1.749,12,false
29.476,0.420,3000.000,653.008,191.670,480.000,156,-0.881,-60.000,60.000,true,1.749,12,false
29.492,0.453,3000.000,717.515,207.098,500.000,166,-0.835,-60.000,60.000,true,1.749,12,false
29.510,0.476,3000.000,766.685,219.664,580.000,178,-0.785,-60.000,60.000,true,1.749,12,false
29.531,0.504,3000.000,824.260,235.483,640.000,193,-0.722,-60.000,60.000,true,1.749,12,false
29.551,0.532,3000.000,884.261,253.169,740.000,209,-0.655,-60.000,60.000,true,1.749,12,false
29.576,0.561,3000.000,944.468,272.123,800.000,227,-0.580,-60.000,60.000,true,1.629,12,false
29.608,0.593,3000.000,1018.194,297.146,940.000,261,-0.434,-60.000,60.000,true,1.629,12,false
29.630,0.648,3000.000,1125.937,337.583,1000.000,285,-0.334,-60.000,60.000,true,1.629,12,false
29.648,0.512,-2000.000,1091.222,356.524,1060.000,305,-0.250,-60.000,60.000,true,1.629,12,false
29.670,0.490,-2000.000,1043.295,381.525,1100.000,331,-0.146,-60.000,60.000,true,1.629,12,false
29.686,0.474,-2000.000,1011.930,397.394,1140.000,350,-0.063,-60.000,60.000,true,0.703,12,false
29.706,0.451,-2000.000,978.646,413.681,1140.000,372,0.025,-60.000,60.000,true,0.703,12,false
29.724,0.433,-2000.000,939.032,432.281,1100.000,391,0.104,-60.000,60.000,true,0.703,12,false
29.742,0.413,-2000.000,900.125,449.791,1100.000,410,0.188,-60.000,60.000,true,0.703,12,false
29.759,0.396,-2000.000,865.445,464.798,1040.000,427,0.259,-60.000,60.000,true,0.703,12,false
29.778,0.379,-2000.000,832.447,478.533,1020.000,445,0.330,-60.000,60.000,true,0.703,12,false
29.802,0.357,-2000.000,788.030,496.034,980.000,466,0.417,-60.000,60.000,true,0.302,12,false
29.821,0.333,-2000.000,747.206,511.286,920.000,485,0.497,-60.000,60.000,true,0.302,12,false
29.840,0.316,-2000.000,707.326,525.389,880.000,499,0.559,-60.000,60.000,true,0.302,12,false
29.856,0.297,-2000.000,670.906,537.607,860.000,514,0.618,-60.000,60.000,true,0.302,12,false
29.875,0.279,-2000.000,633.318,549.509,800.000,528,0.676,-60.000,60.000,true,0.302,12,false
29.893,0.260,-2000.000,598.448,559.943,760.000,542,0.730,-60.000,60.000,true,0.302,12,false
29.912,0.243,-2000.000,563.237,569.859,740.000,555,0.789,-60.000,60.000,true,0.404,12,false
29.943,0.210,-2000.000,505.130,584.535,700.000,576,0.881,-60.000,60.000,true,0.404,12,false
29.963,0.188,-2000.000,460.914,594.725,680.000,589,0.931,-60.000,60.000,true,0.404,12,false
29.981,0.170,-2000.000,423.421,602.663,660.000,600,0.977,-60.000,60.000,true,0.404,12,false
29.999,0.150,-2000.000,386.897,609.728,600.000,610,1.018,-60.000,60.000,true,0.404,12,true
30.020,0.000,-2179.327,600.000,619.000,560.000,622,1.064,-60.000,60.000,true,0.262,12,false
30.042,0.194,-3000.000,537.178,630.249,520.000,632,1.106,-60.000,60.000,true,0.262,12,false
30.065,0.162,-3000.000,470.561,640.698,480.000,643,1.152,-60.000,60.000,true,0.262,12,false
30.081,0.134,-3000.000,406.093,649.425,480.000,651,1.185,-60.000,60.000,true,0.262,12,false
30.099,0.109,-3000.000,353.860,655.586,460.000,659,1.219,-60.000,60.000,true,0.262,12,false
30.116,0.084,-3000.000,299.520,661.011,440.000,666,1.248,-60.000,60.000,true,0.262,12,false
30.135,0.059,-3000.000,250.122,665.129,420.000,673,1.281,-60.000,60.000,true,0.295,12,false
30.151,0.032,-3000.000,194.621,668.730,400.000,680,1.306,-60.000,60.000,true,0.295,12,false
30.172,0.007,-3000.000,145.709,671.106,380.000,686,1.331,-60.000,60.000,true,0.295,12,false
30.189,-0.022,-3000.000,84.858,672.827,320.000,690,1.348,-60.000,60.000,true,0.295,12,false
30.219,-0.116,-3000.000,-7.170,672.607,240.000,696,1.377,-60.000,60.000,true,0.295,12,false
30.239,-0.143,-3000.000,-61.432,671.496,200.000,700,1.390,-60.000,60.000,true,0.014,12,false
30.256,-0.172,-3000.000,-116.321,669.368,160.000,702,1.398,-60.000,60.000,true,0.014,12,false
30.277,-0.199,-3000.000,-170.258,666.307,80.000,701,1.394,-60.000,60.000,true,0.014,12,false
30.295,-0.232,-3000.000,-236.364,661.098,-0.000,701,1.394,-60.000,60.000,true,0.014,12,false
30.314,-0.256,-3000.000,-285.161,656.460,-80.000,699,1.386,-60.000,60.000,true,0.014,12,false
30.332,-0.288,-3000.000,-346.377,649.392,-80.000,697,1.377,-60.000,60.000,true,0.014,12,false
30.350,-0.313,-3000.000,-396.237,642.806,-120.000,694,1.365,-60.000,60.000,true,0.995,12,false
30.368,-0.180,2000.000,-358.962,636.116,-160.000,690,1.348,-60.000,60.000,true,0.995,12,false
30.390,-0.164,2000.000,-322.241,630.200,-220.000,684,1.323,-60.000,60.000,true,0.995,12,false
30.408,-0.145,2000.000,-280.355,624.328,-300.000,678,1.294,-60.000,60.000,true,0.995,12,false
30.426,-0.128,2000.000,-244.922,619.989,-320.000,672,1.273,-60.000,60.000,true,0.995,12,false
30.447,-0.062,0.000,0.000,617.922,-320.000,666,1.248,-60.000,60.000,true,0.995,12,false
30.471,-0.057,-0.000,0.000,617.922,-300.000,659,1.219,-60.000,60.000,true,0.309,12,false
30.509,-0.052,-0.000,0.000,617.922,-180.000,653,1.194,-60.000,60.000,true,0.309,12,false
30.533,-0.050,-0.000,0.000,617.922,-140.000,651,1.185,-60.000,60.000,true,0.309,12,false
30.556,-0.048,-0.000,0.000,617.922,-100.000,649,1.177,-60.000,60.000,true,0.309,12,false
30.574,-0.048,-0.000,0.000,617.922,-80.000,647,1.169,-60.000,60.000,true,0.083,12,false
30.593,-0.046,-0.000,0.000,617.922,-60.000,646,1.164,-60.000,60.000,true,0.083,12,false
30.613,-0.046,-0.000,0.000,617.922,-40.000,646,1.164,-60.000,60.000,true,0.083,12,false
30.629,-0.046,-0.000,0.000,617.922,-40.000,645,1.160,-60.000,60.000,true,0.083,12,false
30.644,-0.046,-0.000,0.000,617.922,-20.000,645,1.160,-60.000,60.000,true,0.083,12,false
30.662,-0.044,-0.000,0.000,617.922,-40.000,644,1.156,-60.000,60.000,true,0.083,12,false
30.680,-0.044,-0.000,0.000,617.922,-20.000,644,1.156,-60.000,60.000,true,0.368,12,false
30.697,-0.044,-0.000,0.000,617.922,-20.000,644,1.156,-60.000,60.000,true,0.368,12,false
30.720,-0.044,-0.000,0.000,617.922,-0.000,644,1.156,-60.000,60.000,true,0.368,12,false
30.739,-0.044,-0.000,0.000,617.922,-0.000,644,1.156,-60.000,60.000,true,0.368,12,false
30.762,-0.044,-0.000,0.000,617.922,-0.000,644,1.156,-60.000,60.000,true,0.368,12,false
30.780,-0.044,-0.000,0.000,617.922,-0.000,644,1.156,-60.000,60.000,true,0.608,12,false
30.800,-0.044,-0.000,0.000,617.922,-0.000,644,1.156,-60.000,60.000,true,0.608,12,false
30.817,-0.044,-0.000,0.000,617.922,-0.000,644,1.156,-60.000,60.000,true,0.608,12,false
30.836,-0.044,-0.000,0.000,617.922,-0.000,644,1.156,-60.000,60.000,true,0.608,12,false
30.851,-0.044,-0.000,0.000,617.922,-0.000,644,1.156,-60.000,60.000,true,0.608,12,false
30.866,-0.044,-0.000,0.000,617.922,-0.000,644,1.156,-60.000,60.000,true,0.608,12,false
30.884,-0.044,-0.000,0.000,617.922,-20.000,643,1.152,-60.000,60.000,true,0.699,12,false
30.900,-0.044,-0.000,0.000,617.922,-20.000,643,1.152,-60.000,60.000,true,0.699,12,false
30.917,-0.044,-0.000,0.000,617.922,-20.000,643,1.152,-60.000,60.000,true,0.699,12,false
30.935,-0.043,-0.000,0.000,617.922,-20.000,642,1.148,-60.000,60.000,true,0.699,12,false
30.953,-0.043,-0.000,0.000,617.922,-20.000,642,1.148,-60.000,60.000,true,0.699,12,false
30.968,-0.043,-0.000,0.000,617.922,-40.000,641,1.144,-60.000,60.000,true,0.699,12,false
30.987,-0.041,-0.000,0.000,617.922,-40.000,640,1.135,-60.000,60.000,true,0.714,12,false
31.004,-0.039,-0.000,0.000,617.922,-80.000,638,1.131,-60.000,60.000,true,0.714,12,false
31.028,-0.039,-0.000,0.000,617.922,-60.000,637,1.123,-60.000,60.000,true,0.714,12,false
31.048,-0.038,-0.000,0.000,617.922,-80.000,635,1.118,-60.000,60.000,true,0.714,12,false
31.075,-0.035,-0.000,0.000,617.922,-80.000,633,1.110,-60.000,60.000,true,0.714,12,false
31.093,-0.035,-0.000,0.000,617.922,-80.000,631,1.102,-60.000,60.000,true,0.499,12,false
31.112,-0.033,-0.000,0.000,617.922,-100.000,630,1.098,-60.000,60.000,true,0.499,12,false
31.131,-0.032,-0.000,0.000,617.922,-80.000,628,1.089,-60.000,60.000,true,0.499,12,false
31.149,-0.032,-0.000,0.000,617.922,-80.000,627,1.085,-60.000,60.000,true,0.499,12,false
31.168,-0.029,-0.000,0.000,617.922,-100.000,625,1.077,-60.000,60.000,true,0.499,12,false
31.188,-0.029,-0.000,0.000,617.922,-80.000,624,1.068,-60.000,60.000,true,0.499,12,false
31.207,0.000,0.000,-80.000,622.000,-80.000,622,1.064,-60.000,60.000,true,0.379,12,true
31.226,0.000,983.596,-60.000,621.000,-80.000,621,1.060,-60.000,60.000,true,0.379,12,true
31.244,0.000,0.000,-60.000,621.000,-40.000,621,1.060,-60.000,60.000,true,0.379,12,true
31.260,0.000,2196.816,-20.000,621.000,-20.000,621,1.060,-60.000,60.000,true,0.379,12,true
31.288,0.000,740.600,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.379,12,true
31.314,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.333,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.352,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.369,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.389,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.407,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.429,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.446,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.463,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.480,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.498,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.515,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.536,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.567,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.586,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.607,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.629,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.651,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.665,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.679,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,true,0.003,12,true
31.692,0.000,0.000,-0.000,621.000,-0.000,621,1.060,-60.000,60.000,false,0.003,13,true
31.709,-0.113,-3000.000,-41.947,620.413,-0.000,621,1.060,-60.000,60.000,false,0.003,13,false
31.726,-0.139,-3000.000,-96.118,618.678,-0.000,621,1.060,-60.000,60.000,false,0.003,13,false
31.743,-0.163,-3000.000,-145.292,616.296,-0.000,621,1.060,-60.000,60.000,false,0.003,13,false
31.764,-0.188,-3000.000,-196.270,612.961,-20.000,620,1.056,-60.000,60.000,false,0.236,13,false
31.781,-0.219,-3000.000,-258.709,607.577,-40.000,619,1.052,-60.000,60.000,false,0.236,13,false
31.800,-0.243,-3000.000,-306.772,602.662,-60.000,618,1.043,-60.000,60.000,false,0.236,13,false
31.830,-0.294,-3000.000,-403.239,589.696,-100.000,613,1.027,-60.000,60.000,false,0.236,13,false
31.847,-0.320,-3000.000,-456.065,581.665,-160.000,610,1.010,-60.000,60.000,false,0.236,13,false
31.870,-0.348,-3000.000,-509.672,572.558,-200.000,603,0.985,-60.000,60.000,false,1.643,13,false
31.889,-0.386,-3000.000,-581.199,558.700,-280.000,596,0.956,-60.000,60.000,false,1.643,13,false
